sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,price,yr_built
1050,7500,1.5,3,1050,0,521000,1910
3030,13068,2,0,3030,0,680000,1978
530,33278,1,2,530,0,355000,1950
1090,9600,1,0,1090,0,200000,1968
2220,4060,1,0,1330,890,330000,1993
1430,5999,2,0,1430,0,221000,1987
3780,6000,2,4,2770,1010,1.60E+06,1910
1560,4920,1,0,780,780,310000,1947
2220,4200,1.5,0,1310,910,862000,1932
1140,8340,1,0,1140,0,200000,1960
2540,11100,1,0,2540,0,630000,1957
1440,6232,2,0,1440,0,432250,1985
1570,9500,1,0,1070,500,478000,1977
1860,9576,1,0,1400,460,249000,1962
2440,4750,1,0,1450,990,495000,2006
2100,8800,1,2,1240,860,630000,1960
2150,27540,2,0,2150,0,550000,1997
2440,18674,2,0,2440,0,350000,1994
1930,7480,2,0,1930,0,270000,1966
1830,9610,1,0,1830,0,488250,1963
1850,6519,2,0,1130,720,248000,1986
3210,5000,3,0,3210,0,889000,2014
1090,5250,1,0,980,110,375000,1927
1870,3300,2,2,1870,0,933000,1906
1920,8412,1,2,1460,460,625000,1977
700,4350,1,0,700,0,328000,1943
3380,9900,1,2,1690,1690,470000,1969
2430,6168,2,0,2430,0,502500,2007
1950,17400,1,0,1210,740,484000,1976
900,7500,1,0,900,0,252500,1961
2060,8893,2,0,2060,0,610000,1987
2180,10447,1,0,1280,900,419000,1969
2140,9377,2,0,2140,0,322500,1986
1730,2760,1.5,0,1250,480,563000,1918
3140,12591,2,0,3140,0,464000,1993
3010,4887,2,3,1940,1070,870000,1951
800,1196,2,0,800,0,280000,2003
3300,11570,2,0,3300,0,850000,1994
1530,4370,1,0,1130,400,458950,1946
760,5280,1,0,760,0,122000,1946
2450,4591,2,0,2450,0,525000,1994
1000,31838,1,0,1000,0,286300,1962
840,7425,1,0,840,0,218450,1952
1380,4290,1,0,1080,300,525000,1955
1380,4290,1,0,1080,300,650000,1955
2020,48693,1.5,0,2020,0,356000,1949
1260,5000,1,0,1040,220,436500,1951
1440,7112,1,0,1180,260,410000,1979
1540,8311,1,0,1540,0,512500,1950
1060,7200,1,1,880,180,510000,1925
1900,10297,1,0,1900,0,566000,1966
2870,26500,1.5,1,2870,0,525000,1948
1050,5500,1,0,930,120,435000,1920
1840,68479,1,2,1340,500,406500,1989
3000,9473,1,0,1500,1500,550000,1966
1200,10212,1.5,0,1200,0,251000,1949
1840,10125,1,0,1220,620,830000,1959
2790,7673,2,0,2790,0,803000,1989
970,9360,1,0,970,0,206000,1942
1070,7467,1.5,0,1070,0,200000,1944
900,5160,1,0,900,0,219000,1952
2680,6000,1,0,1380,1300,777000,1962
2000,22000,2,0,2000,0,593700,1979
1660,8797,1,0,1660,0,712500,1956
1770,6014,1.5,0,1240,530,600000,1946
1230,6802,1.5,0,1230,0,554663,1940
1740,10875,1,0,1020,720,267000,1962
1710,8910,1,0,1710,0,390000,1953
2020,7071,1,0,1010,1010,335000,1979
2410,9886,1,0,1990,420,938000,1975
2310,14745,1,0,1410,900,370000,1993
2400,4548,2,0,2400,0,335000,2003
3160,3990,1.5,0,1870,1290,695000,1923
1560,14333,1,0,1560,0,387500,1953
1770,6187,2,0,1770,0,245000,1992
1600,13200,1,0,1600,0,308550,1990
1330,13102,1,0,1330,0,225000,1968
2970,29163,2,0,2970,0,715000,1993
1020,10200,1,0,1020,0,335000,1954
2490,4904,2,0,2490,0,634000,2003
1700,7314,1,0,1000,700,337500,1956
850,6567,1,0,850,0,440000,1940
1250,13775,1,2,1250,0,350000,1990
610,4560,1,0,610,0,400000,1918
3700,13175,2,0,3700,0,1.29E+06,1989
950,10080,1,0,950,0,435000,1954
3860,5130,2,0,2930,930,681000,2004
1360,1275,2,0,1240,120,397000,2007
3890,34513,2,0,3890,0,775000,1996
1680,9090,1,0,1130,550,480000,1959
1520,7200,2,0,1520,0,158000,1985
2420,208652,1.5,0,2420,0,590000,2005
3890,9130,2,0,3890,0,772500,2004
2940,13425,1,0,1470,1470,464500,1955
1350,8737,1,0,1350,0,281000,1966
2190,45738,1,0,2190,0,620000,1990
2280,5750,1,1,1150,1130,475000,1985
1070,4500,1,0,910,160,245000,1932
2540,3750,1.5,0,1510,1030,660000,1925
2270,8480,1,0,1310,960,527500,1973
1220,7250,1,0,1220,0,135000,1914
1890,5000,1,0,1890,0,275000,2003
1990,4740,1,0,1080,910,430000,1926
1220,6000,1,0,1220,0,213500,1968
2640,5978,2,0,2640,0,535000,2012
1480,9603,1,0,1480,0,641000,1952
2320,9420,1,0,2320,0,436300,1952
2410,6000,1.5,0,2410,0,1.44E+06,1911
2090,13500,1,0,2090,0,830000,1949
920,3532,1,0,920,0,380000,1910
850,8573,1,0,600,250,132500,1945
1130,9907,1,0,1130,0,179950,1954
1260,7265,1,0,1260,0,188200,1954
2090,10800,1,0,2090,0,659000,1951
2020,7260,1.5,0,1180,840,317000,1926
1970,4564,1,0,1470,500,625000,1959
1820,9545,1,0,1230,590,350000,1976
1840,5000,1.5,0,1340,500,750000,1915
2100,10358,1,0,1280,820,457000,1959
1770,5000,2,0,1770,0,632500,1906
1110,7231,1,0,1110,0,223000,1991
2090,8400,1,0,1240,850,610000,1976
2080,8215,2,0,2080,0,385000,1948
1400,1343,2,0,1160,240,367500,2005
1060,8040,1,0,1060,0,385100,1949
720,5913,1,0,720,0,230000,1920
1100,750,2,0,780,320,286000,2008
1010,9576,1,0,1010,0,201700,1967
5230,89298,2.5,0,5230,0,1.35E+06,2002
2420,7672,1,0,1480,940,525000,1979
1200,7236,1,0,1200,0,361000,1975
1950,1963,3,0,1950,0,530000,2002
1870,7403,1,0,1870,0,455000,1950
1310,8400,1,0,1310,0,421000,1966
1520,6200,1.5,0,1520,0,640000,1945
1270,12733,1,0,1270,0,240000,1955
840,7414,1,0,840,0,360000,1928
900,23000,1,0,900,0,157340,1953
3010,6139,2,4,2560,450,1.24E+06,1950
1050,6874,1,0,1050,0,250000,1954
3360,84506,1,0,2040,1320,735000,1962
5370,10800,1.5,0,5370,0,884900,1967
2690,104544,2,0,2690,0,775000,1948
1710,7320,1,0,1710,0,463000,1948
1640,1269,3,0,1640,0,579000,2009
4000,6015,2,2,3080,920,570000,2004
4140,7924,2,0,4140,0,1.06E+06,2005
3140,24800,1,0,2080,1060,375000,1971
1320,2609,1,0,920,400,422000,1938
3080,4945,2,0,2010,1070,866500,2014
2500,10359,2,0,2500,0,705000,1986
2520,9684,2,0,2520,0,470000,1994
2350,6200,1,0,1320,1030,360000,1966
2570,13450,1,4,1510,1060,795000,1948
3100,7807,2,0,3100,0,800000,2003
4730,13586,1.5,0,4270,460,2.45E+06,1935
1030,4800,1,0,930,100,277284,1927
1020,4002,1,0,1020,0,460000,1953
2080,3729,2,0,2080,0,898888,1996
1410,47916,1,0,1410,0,211000,1981
1360,3300,2,0,1360,0,222000,2004
2620,21587,2,0,2620,0,672000,1992
2260,33080,1,0,1690,570,778000,1974
1490,9493,1,0,1490,0,312500,1976
2530,6500,1.5,0,1720,810,650000,1975
3140,10250,1,0,1570,1570,740000,1959
1820,17600,1,0,1820,0,320000,1972
1770,13168,2,0,1770,0,455000,1990
4430,9000,2,0,4430,0,2.45E+06,2013
1490,902,3,0,1220,270,500000,2001
1790,27427,1,0,1130,660,325000,1978
1710,1296,3,0,1510,200,416000,2004
2070,20280,2,0,2070,0,495000,1968
1140,5400,1,0,1140,0,549000,1908
3930,10150,1.5,0,3070,860,589000,1968
1100,32700,1,0,1100,0,194820,1967
2260,5500,1.5,0,1280,980,405000,1910
2260,5500,1.5,0,1280,980,625000,1910
1130,7014,1,0,1130,0,205000,1954
1950,8625,1,0,1360,590,345100,1959
960,7500,1,0,960,0,200000,1953
4210,18564,2,0,4210,0,1.91E+06,2001
3430,264844,1,2,2230,1200,524500,1988
3470,212639,2,0,2070,1400,598600,1993
2140,5937,1,0,1280,860,367777,1978
2520,5401,1,0,1360,1160,750000,1946
3550,7992,2,0,3550,0,575000,1968
700,20130,1,0,700,0,84000,1949
740,5000,1,0,740,0,255000,1926
3300,4545,1.5,4,2600,700,1.74E+06,1926
1640,5880,1,0,1240,400,415000,1977
2780,8225,2,1,2780,0,449900,1990
1830,94960,1.5,0,1830,0,220000,1929
3540,9349,2,0,3540,0,899000,2003
1440,7320,1,0,1440,0,430000,1954
2960,223462,2,0,2960,0,472500,2001
3180,9375,1,0,1590,1590,680000,1967
3310,8400,2,0,3310,0,1.65E+06,2000
2390,8025,2,0,2390,0,810000,1921
2460,138085,2,0,2460,0,605000,1977
1630,15600,1,0,1630,0,522000,1958
3490,8230,2,0,3490,0,759000,2005
2500,5257,2,0,2500,0,411000,1966
2080,9846,1,0,1240,840,286950,1984
1290,1286,3,0,1290,0,440000,2000
1700,8645,1,0,1700,0,149000,1955
1700,8645,1,0,1700,0,284700,1955
2540,11562,1,1,1290,1250,374950,1964
1180,8545,1,0,1180,0,816000,1952
1520,15398,1,0,1370,150,533250,1960
2390,9313,1,0,1390,1000,689800,1942
2740,6200,1.5,3,1820,920,775000,1947
2190,8528,1,0,1760,430,702000,1991
1350,8700,1.5,0,1350,0,160000,1942
1350,8700,1.5,0,1350,0,255500,1942
2980,42253,1,0,1860,1120,949000,1973
790,7450,1,0,790,0,169500,1944
2130,9000,2,0,2130,0,586000,1965
2700,37431,1,0,1600,1100,680000,1978
3200,18184,1,0,2000,1200,851500,1977
1159,4800,1,0,1159,0,582500,1948
3080,118918,2,0,3080,0,637000,2008
1000,9295,1,0,1000,0,225000,1955
2260,3727,2,0,1880,380,795000,2003
2270,9600,1,0,1290,980,304999,1976
760,5746,1,0,760,0,95000,1915
1420,5382,1,0,1040,380,240000,1942
2500,8680,1,0,1250,1250,772000,1958
1450,6258,1,0,1450,0,245000,1983
2500,5750,1,0,1430,1070,430000,1999
2210,6300,1.5,0,2210,0,799000,1916
3020,9187,2,0,3020,0,880000,2007
3290,7538,2,0,3290,0,750000,2004
5780,7173,2,0,4130,1650,2.89E+06,2008
1820,4910,2,0,1820,0,532000,1993
2500,10330,1,0,1380,1120,525000,1978
1210,9375,1,1,1210,0,239000,1952
1090,4000,1,0,970,120,460000,1951
1330,8400,1.5,0,1330,0,540000,1962
890,4590,1,0,890,0,475000,1923
1360,4998,1,0,1360,0,445000,1968
4220,9240,2,2,3420,800,1.58E+06,1991
3780,6800,2,0,3780,0,549950,2004
2610,14321,1.5,0,1690,920,294950,1940
1980,2975,3,2,1980,0,736000,1993
1290,8688,1,0,1290,0,214946,1980
3620,5500,2,2,3620,0,856000,2003
2680,7392,1,0,2680,0,775000,2004
1200,8631,1,0,1200,0,205000,1959
1992,10946,1.5,4,1288,704,429592,1903
1640,13566,1,0,1120,520,414250,1977
1920,4400,1,0,960,960,399950,1906
1840,7326,1,0,1370,470,319990,1979
1310,9471,1,0,1310,0,524000,1970
1050,6317,1.5,0,1050,0,349950,1913
2570,4480,1.5,0,1580,990,889000,1927
930,5160,1.5,0,930,0,300000,1919
730,3000,1,0,730,0,395000,1911
1270,1242,3,0,1270,0,348000,2008
1150,6000,1,1,710,440,830000,1921
820,10450,1,0,820,0,173000,1965
3000,42200,1,3,1500,1500,585000,1950
2220,5000,1,0,1110,1110,576750,1966
2500,7620,1,3,1250,1250,495000,1962
1540,1427,2,0,1360,180,216650,2007
2750,15450,1,0,1800,950,615000,1978
3130,12463,1,0,1620,1510,675000,1978
1430,9250,1,0,990,440,510000,1983
2680,327135,2,0,2680,0,630000,1995
3010,5701,2,0,3010,0,359950,2003
1530,7500,1.5,0,1530,0,265000,1986
1240,4842,1,0,1240,0,210000,1916
2260,93218,1,2,2260,0,367000,1998
2820,5000,1.5,2,1800,1020,1.08E+06,1926
3560,8297,1,2,1650,1910,756000,1948
1630,9145,1,0,1630,0,203000,1960
2880,23994,2,3,2880,0,535000,2002
2200,7440,2,0,1710,490,525000,1947
1620,7500,1,0,1220,400,347500,1981
1480,2185,2.5,0,1480,0,620000,2005
2250,10696,2,0,2250,0,645000,1996
3540,11098,2,0,3000,540,2.20E+06,1940
1790,42399,1,0,1790,0,280000,1990
1400,6380,1,0,700,700,432000,1924
2390,4452,2,1,1790,600,790000,1929
2400,10050,1,0,2400,0,635000,1957
2050,6384,1,0,1350,700,442000,1958
2640,5267,2,0,2640,0,490000,2001
2320,7700,1,0,1290,1030,250000,1962
2440,3600,2.5,0,2440,0,1.33E+06,1902
1260,7500,1,0,1260,0,120000,1954
6240,47480,1,3,4610,1630,2.95E+06,2003
1930,8458,2,0,1930,0,325000,1993
1200,7680,1,0,1200,0,210000,1968
970,7639,1,0,570,400,215000,1920
1810,10800,1,0,1210,600,387000,1968
1380,7015,1.5,0,1380,0,408000,1925
1470,6500,1,0,1470,0,410000,1953
1010,7920,1,0,1010,0,216000,1925
1010,7920,1,0,1010,0,390000,1925
1340,11744,1,0,1340,0,357000,1950
970,7275,1,0,970,0,215000,1970
1122,6554,1.5,0,1122,0,265000,1900
1670,1350,3,0,1350,320,589950,2014
2840,16851,1,3,1600,1240,440000,1950
770,8600,1,0,770,0,248000,1914
2040,130680,2,0,2040,0,730000,1977
3052,12145,2,0,3052,0,425000,2004
2620,14248,2,0,1830,790,680000,1977
3120,10400,2,0,3120,0,341500,1980
1100,3975,1,0,900,200,395000,1950
3410,95396,1.5,0,3410,0,1.23E+06,1962
2510,9180,1,1,1600,910,695500,1975
1680,8629,1,0,1200,480,308000,1977
1960,6450,1,0,1000,960,422500,1977
1040,6900,1,0,1040,0,418000,1915
1750,9780,1.5,0,1750,0,385000,1961
2170,12508,1.5,0,1650,520,876650,1928
1639,2710,2,0,1479,160,450000,2003
2100,9984,1,0,1290,810,418800,1973
880,1753,2,0,880,0,330000,1945
1940,8376,1,0,1290,650,550000,1963
2490,11650,1,0,1390,1100,270000,1990
2060,7080,2,0,1800,260,978500,1940
2720,10455,2,2,2500,220,975000,1981
2180,6850,1,0,1750,430,455000,1973
3600,38016,2,2,3310,290,1.42E+06,1991
840,9000,1,0,840,0,220000,1951
2370,12196,2,0,2370,0,490000,1970
2270,9100,2,0,2270,0,420000,1978
2720,7043,2,0,2720,0,408500,2003
1140,4800,1.5,0,1140,0,716000,1915
2460,5000,2,0,1620,840,965000,1938
1240,9196,1,0,1240,0,357823,1968
10040,37325,2,2,7680,2360,7.06E+06,1940
1670,9500,1,0,1170,500,425000,1977
2220,6731,1,0,1110,1110,711777,1953
980,9903,1,0,980,0,335000,1966
1890,6938,1.5,0,1890,0,825000,1919
1100,6000,1.5,0,1100,0,210000,1900
2770,19700,2,0,1780,990,575000,1983
4250,10925,2,0,4250,0,1.21E+06,2003
1370,4866,1,0,1370,0,431500,2005
1480,13457,1,0,1480,0,475000,1959
3770,4000,2.5,0,2890,880,1.50E+06,1916
2870,206474,2,0,2330,540,540000,1960
3820,35016,2,0,3820,0,775000,1987
1530,2978,1,0,1210,320,635000,1997
4120,16365,1,2,4120,0,1.30E+06,1999
1590,7267,1,0,1100,490,405000,1976
1520,8600,1,0,1040,480,210000,1951
2350,4675,2,0,2150,200,880000,1923
1370,8837,1.5,0,1370,0,239000,1955
1540,6100,1,0,770,770,515000,1944
3786,38038,1,4,1934,1852,1.38E+06,1978
1500,5393,2,0,1500,0,215000,1999
1750,17685,1,0,1750,0,315000,1943
1800,8303,1,0,1200,600,442500,1957
1180,55321,1,0,1180,0,311000,1941
830,6030,1,0,830,0,425000,1925
1540,9450,1,0,1040,500,433500,1919
1610,8296,2,0,1610,0,450000,1978
1990,10260,2,0,1990,0,675000,1987
2070,4132,2,0,2070,0,535000,1999
1760,12874,1,0,1230,530,577000,1967
1740,8528,1,0,1290,450,480000,1939
1950,4473,1,0,1530,420,400000,1914
1280,8184,1.5,0,1280,0,304000,1947
1460,7203,1,0,1460,0,355000,1990
3770,982998,2,0,3770,0,998000,1992
2410,8447,2,3,2060,350,550000,1936
2410,8447,2,3,2060,350,550000,1936
1400,7300,2,0,1400,0,210000,1948
2100,7587,2,0,2100,0,317000,1990
5360,25800,1,0,3270,2090,700000,1971
1000,9150,1,0,1000,0,265000,1969
3150,6175,2,0,3150,0,700000,2001
4180,17841,2,2,3160,1020,1.02E+06,1990
2840,20242,1,0,2240,600,1.15E+06,1972
2110,35091,1,0,1290,820,460000,1985
1660,4000,1,0,1000,660,410000,1950
2160,4400,1,0,1320,840,665000,1921
2420,7744,2,0,2420,0,600000,1994
1920,3844,1,0,1170,750,502000,1967
2310,8030,2,0,2310,0,364950,1978
2330,4000,1.5,2,1520,810,680000,1927
2340,13713,1,0,1670,670,235500,1967
2590,5756,2,0,2590,0,576000,2001
1410,1240,2,0,1140,270,405000,2006
2850,8039,1,0,1540,1310,335000,1989
730,6728,1,0,730,0,122000,1953
1470,6250,1,3,1070,400,432000,1939
2330,11400,1,0,2330,0,375000,1974
2460,11250,1,0,2460,0,276000,1959
2080,111513,1.5,0,1680,400,450000,1977
990,8140,1,0,990,0,210000,1910
1450,4106,2,0,1450,0,279000,2011
1340,3900,2,0,1340,0,635000,1900
2730,7372,2,0,2730,0,350000,1998
1140,7560,1,0,1140,0,218000,1958
1950,6300,1.5,1,1650,300,750000,1944
2000,25700,1,0,1150,850,310597,1958
900,37800,1,0,700,200,355000,1923
3390,5211,2,0,3390,0,735000,2004
720,6000,1,0,720,0,155000,1940
940,10368,1,0,940,0,354000,1965
1770,10513,1,0,1400,370,415000,1982
590,833,1,0,590,0,202000,1926
1980,1873,2,0,1470,510,580000,1996
3070,10375,2,0,2180,890,1.50E+06,1962
3500,7519,2,0,3500,0,790000,2004
2100,5112,2,0,2100,0,499900,1999
2620,98881,1,0,1820,800,525000,1952
2810,10613,2,0,2810,0,810000,1989
2290,8773,1,0,1330,960,425000,1947
1350,7588,1,0,1350,0,241250,1993
2770,19116,1,0,1600,1170,318700,1961
2530,5000,1.5,2,2070,460,720000,1917
1280,10500,1.5,0,1280,0,291000,1941
1060,38644,1,0,1060,0,420000,1983
1000,3554,1,0,1000,0,210000,1975
3870,11000,2,2,2970,900,645000,1991
3370,5000,1.5,0,2140,1230,762000,1907
2290,7765,1,0,2290,0,247500,1936
1670,7150,2,0,1670,0,282500,1990
1460,22651,1,0,1460,0,395000,1961
1770,8235,1,0,1030,740,295000,1960
820,5100,1,0,820,0,235000,1954
1900,6334,1,2,1450,450,770000,1948
1870,4950,1,0,1870,0,559950,2006
1840,5419,1,0,920,920,639000,1942
1590,8470,1,0,1140,450,314950,1967
1640,6180,1,0,1640,0,525000,1946
3000,11665,1.5,4,3000,0,2.40E+06,2001
2160,6272,1,0,1390,770,820000,1960
2490,3600,2,3,1790,700,1.39E+06,1911
1290,5700,1,0,1290,0,521450,1950
3190,49137,2,0,3190,0,760750,1988
1540,115434,1.5,0,1540,0,759600,1923
2140,7200,1,0,1480,660,346150,1966
980,3800,1,0,980,0,390000,1926
2450,9432,2,0,2450,0,359950,1973
1360,5120,1.5,0,910,450,430000,1924
4610,11676,2,0,4610,0,960000,2000
7480,41664,2,2,5080,2400,800000,1953
2860,5805,2,0,2860,0,1.01E+06,1999
1810,11456,1,0,1810,0,290000,1970
2240,10296,1,0,2240,0,1.35E+06,1948
3610,59677,2,0,2440,1170,777000,2003
1450,4500,1.5,0,1450,0,526000,1921
1450,1091,2,0,1200,250,550000,2007
1820,8750,1,0,1200,620,276000,1958
5620,12672,2,0,4140,1480,2.50E+06,1916
2080,6554,1,0,1040,1040,325000,1950
1780,1754,3,0,1780,0,365000,2007
4340,9415,2,0,4340,0,2.15E+06,1967
2860,3680,2,0,1980,880,825050,1925
2540,9520,1,0,1500,1040,690000,1959
1140,6250,1.5,0,1140,0,390000,1958
1320,1297,3,0,1320,0,385000,1995
2040,7503,2,0,2040,0,619000,1987
1790,42000,1,0,1170,620,494000,1983
1910,13505,1,0,1910,0,412450,1955
1460,2800,2,0,1460,0,580000,1928
1420,22100,1,0,1420,0,269900,1957
1790,4080,1.5,0,1790,0,704300,1928
1390,6005,2,0,1390,0,267000,2005
1880,12150,1,0,1280,600,310000,1976
1570,10824,2,0,1570,0,227064,1908
2690,7000,2,0,1840,850,925000,1943
1670,11452,1,2,1670,0,245000,1992
1040,7490,1,0,1040,0,339888,1969
1560,7500,1,0,1560,0,439000,1968
1470,6120,1,0,1470,0,400000,1940
2070,15002,1.5,0,2070,0,560000,1955
1370,5922,1,2,1130,240,703011,1941
1120,4800,1,0,770,350,363000,1926
2640,6240,2,0,2640,0,650000,2001
1030,9916,1,0,1030,0,299950,1972
1120,6625,1,0,1120,0,228950,1942
1730,11700,1,0,880,850,465000,1956
2090,9847,2,2,2090,0,725000,1983
920,14400,1,0,920,0,212500,1977
2970,54450,2,0,2970,0,526000,1983
1720,10031,2,0,1720,0,383000,1993
1460,4692,1,0,1460,0,244000,1988
1540,3570,1.5,0,1490,50,565000,1930
2850,12714,1,0,2850,0,373000,1959
1310,9855,1,0,1310,0,300000,1962
2430,4781,2,0,2430,0,405000,2001
1700,14133,1,1,1700,0,979000,1954
2160,28750,2,0,2160,0,324888,1978
860,3200,1,0,860,0,445000,1929
2050,2020,2,0,1520,530,761000,2006
1650,4745,1,0,1130,520,435000,1972
1570,8410,1,0,1180,390,252000,1991
1660,10150,1.5,0,1660,0,350000,1957
1220,8119,1,0,1220,0,875000,1955
1220,8119,1,0,1220,0,940000,1955
1780,11342,1,0,1780,0,280000,1964
2180,4226,2,0,2180,0,450000,2004
3520,237402,2.5,0,3520,0,905000,2004
2220,20531,2,0,2220,0,382450,1998
1610,13309,1,0,1610,0,246700,1967
1070,9331,1,0,1070,0,220000,1956
1060,4880,1,0,910,150,555750,1913
1160,8906,1,0,1160,0,262500,1962
910,4725,1,0,910,0,515000,1949
2970,21907,2,0,2970,0,499500,1998
790,13062,1,0,790,0,135000,1942
1540,7290,2,0,1540,0,462500,1948
3130,21100,1,4,2530,600,937500,1956
1470,9570,1,0,1280,190,458000,1941
3160,7143,1.5,0,2100,1060,845000,1933
2675,40910,2,0,2675,0,660000,1984
1340,6783,1,0,1340,0,265000,1987
3830,6988,2.5,0,2450,1380,599999,1938
1800,8697,2,0,1800,0,280000,1987
2990,189852,2,0,2990,0,1.06E+06,1974
3720,14125,1,0,1930,1790,875000,1960
920,7276,1,0,920,0,125000,1961
3280,4904,2,0,3280,0,634800,2005
1440,9600,1,0,1440,0,269950,1964
1940,11612,1,0,1100,840,359950,1981
1590,11454,1,0,1590,0,417000,1979
1340,4122,1,0,1340,0,389000,2007
3770,10893,2,2,3770,0,1.04E+06,1997
2680,11250,1,0,1340,1340,698000,1967
2820,10125,2,0,2820,0,685000,2008
1520,7137,1,0,1520,0,198500,1932
2560,5428,2,0,2560,0,350000,2012
3310,387684,1,0,2160,1150,649950,1919
1540,7200,1,0,1540,0,441000,1968
1430,11761,1,0,1430,0,462600,1964
2506,6232,2,0,2506,0,365070,2006
2250,7500,1,0,1200,1050,550000,1956
2740,9600,1,0,1370,1370,470000,1945
1540,10400,1,0,1540,0,340000,1977
4190,38912,1,0,2040,2150,910000,1965
1690,8392,1,0,1190,500,405000,1979
1990,4600,1.5,2,1420,570,661000,1932
2410,7069,2,0,2410,0,635000,1993
1150,6098,1,0,950,200,282000,1948
1720,10137,2,0,1720,0,235000,1956
1260,22100,2,0,1260,0,277500,1981
2020,8250,1,0,1430,590,346500,1978
2240,5500,1,0,1490,750,480000,1959
1930,6508,2,0,1930,0,360000,1996
1820,6785,1,0,1420,400,245000,1994
1560,1490,2,0,1240,320,625000,1995
2170,2440,1.5,0,1450,720,750500,1911
1600,9579,1,0,1180,420,525000,1977
3760,57063,2,0,2950,810,740000,1998
1240,7735,1,0,1240,0,523000,1957
1090,4500,1.5,0,1090,0,292000,1929
2740,9599,1,2,1820,920,625000,1961
3110,11727,2,2,3110,0,700000,2002
1610,1320,2,0,1280,330,399950,2007
1880,1341,3,0,1650,230,545000,2007
1740,6369,1,0,870,870,339999,1954
3270,6000,2,0,2180,1090,1.21E+06,1909
1990,5149,2,0,1990,0,545000,2003
1960,8400,1,0,1960,0,260000,1967
1680,3420,1,0,960,720,526000,1992
2910,8540,2,0,2910,0,701000,2003
1500,7482,1,0,1210,290,290000,1968
580,1799,1,0,580,0,330600,1908
2540,8280,1,0,1270,1270,550500,1949
950,6426,1,0,950,0,430000,1949
7080,16573,2,0,5760,1320,4.00E+06,2008
810,4560,1,0,810,0,260600,1928
4080,7500,2,2,2720,1360,825000,1961
1820,8400,1,0,1300,520,378950,1956
2650,9065,2,0,2650,0,435000,2000
1670,1396,2,0,1250,420,631000,2015
2480,8342,2,0,2480,0,415000,1986
1240,7560,1,0,1070,170,222000,1967
1390,8250,1,0,1390,0,245000,1987
2880,10126,2,0,2880,0,720000,1985
1060,9954,1,0,1060,0,215000,1960
1070,2754,1,0,830,240,579100,1924
1640,9299,1.5,0,870,770,522500,1943
1510,3000,1,0,910,600,489000,1972
1230,2353,1.5,0,1230,0,240000,1925
1510,3657,1,0,1510,0,420250,2007
3180,20870,2,0,2120,1060,523000,1967
2260,6000,1,0,1430,830,628000,1958
1920,7277,2,0,1920,0,320000,1990
1980,7800,2,0,1980,0,359950,1999
1200,8063,1,0,1200,0,232000,1958
2020,5600,1,2,1210,810,810000,1961
2010,7561,1.5,0,1890,120,245000,1921
1930,8192,1,0,1470,460,273000,1984
2710,14989,1,0,1720,990,1.19E+06,1959
1950,6250,1.5,0,1450,500,438000,1917
2110,19600,1,0,2110,0,400000,1959
1250,4800,1,0,1250,0,340000,1951
1380,951,3,0,1380,0,552000,2006
2050,4080,2,0,2050,0,790000,1991
1800,22000,2,0,1800,0,360000,1931
1310,15022,1,0,1310,0,235000,1934
1010,3600,1,0,1010,0,775000,1913
1850,9600,1.5,0,1850,0,489200,1965
1750,8900,2,0,1750,0,341000,1977
2154,6050,2,0,2154,0,335000,2012
1230,1441,2,0,1010,220,393500,2004
1960,8846,1,3,980,980,360000,1940
1070,5750,1,0,870,200,400800,1923
1450,5378,1,0,1190,260,585000,1939
3680,5000,2,3,2480,1200,1.60E+06,1936
5760,32033,2,4,4390,1370,2.88E+06,1994
1220,13000,1,0,1220,0,300000,1955
2950,4560,2,0,1810,1140,1.05E+06,1912
1340,1110,2,0,1040,300,360000,1999
2870,5453,2,1,2220,650,665900,1926
2590,18224,1.5,0,2000,590,470000,1911
2090,8164,1,0,1070,1020,581000,1963
3000,8401,1,0,1500,1500,527000,1979
